Year,TRE_CN,RW
1861,23T71,1.27
1862,23T71,1.29
1863,23T71,1.21
1864,23T71,1.28
1865,23T71,1.57
1866,23T71,1.33
1867,23T71,1.26
1868,23T71,1.4
1869,23T71,1.58
1870,23T71,1.66
1871,23T71,1.42
1872,23T71,1.58
1873,23T71,1.63
1874,23T71,1.3
1875,23T71,1.58
1876,23T71,1.59
1877,23T71,1.57
1878,23T71,1.53
1879,23T71,1.39
1880,23T71,1.44
1881,23T71,1.67
1882,23T71,1.7
1883,23T71,1.76
1884,23T71,1.55
1885,23T71,1.58
1886,23T71,1.52
1887,23T71,1.59
1888,23T71,1.58
1889,23T71,1.84
1890,23T71,1.44
1891,23T71,1.53
1892,23T71,1.35
1893,23T71,1.33
1894,23T71,1.56
1895,23T71,1.51
1896,23T71,1.24
1897,23T71,1.02
1898,23T71,1.27
1899,23T71,1.32
1900,23T71,1.43
1901,23T71,1.05
1902,23T71,1.04
1903,23T71,0.99
1904,23T71,1.19
1905,23T71,1.24
1906,23T71,0.89
1907,23T71,0.92
1908,23T71,1.01
1909,23T71,1.08
1910,23T71,1.09
1911,23T71,1.2
1912,23T71,1.19
1913,23T71,0.93
1914,23T71,0.97
1915,23T71,1
1916,23T71,1.03
1917,23T71,1.14
1918,23T71,1
1919,23T71,0.95
1920,23T71,1.01
1921,23T71,0.98
1922,23T71,0.93
1923,23T71,0.85
1924,23T71,0.73
1925,23T71,0.72
1926,23T71,0.89
1927,23T71,0.96
1928,23T71,0.93
1929,23T71,0.7
1930,23T71,0.64
1931,23T71,0.56
1932,23T71,0.71
1933,23T71,0.75
1934,23T71,0.74
1935,23T71,0.79
1936,23T71,0.71
1937,23T71,0.47
1938,23T71,0.64
1939,23T71,1.25
1940,23T71,0.71
1941,23T71,0.71
1942,23T71,0.78
1943,23T71,0.89
1944,23T71,0.7
1945,23T71,0.65
1946,23T71,0.73
1947,23T71,0.64
1948,23T71,0.85
1949,23T71,0.89
1950,23T71,0.76
1951,23T71,0.72
1952,23T71,0.53
1953,23T71,0.6
1954,23T71,0.65
1955,23T71,0.62
1956,23T71,0.5
1957,23T71,0.56
1958,23T71,0.52
1959,23T71,0.61
1960,23T71,0.63
1961,23T71,0.77
1962,23T71,0.79
1963,23T71,0.95
1964,23T71,0.81
1965,23T71,0.75
1966,23T71,0.77
1967,23T71,0.74
1968,23T71,0.73
1969,23T71,0.59
1970,23T71,0.57
1971,23T71,0.61
1972,23T71,0.59
1973,23T71,0.69
1974,23T71,0.5
1975,23T71,0.5
1976,23T71,0.39
1977,23T71,0.42
1978,23T71,0.54
1979,23T71,0.46
1980,23T71,0.43
1981,23T71,0.57
1982,23T71,0.53
1983,23T71,0.48
1984,23T71,0.69
1985,23T71,0.56
1986,23T71,0.56
1987,23T71,0.61
1988,23T71,0.6
1989,23T71,0.67
1990,23T71,0.8
1991,23T71,0.74
1992,23T71,0.72
1993,23T71,0.64
1994,23T71,0.6
1995,23T71,0.6
1996,23T71,0.76
1997,23T71,0.62
1998,23T71,0.72
1999,23T71,0.64
2000,23T71,0.83
2001,23T71,0.8
2002,23T71,0.66
2003,23T71,0.5
2004,23T71,0.47
2005,23T71,0.62
2006,23T71,0.39
2007,23T71,0.41
2008,23T71,0.59
2009,23T71,0.58
2010,23T71,0.55
2011,23T71,0.54
2012,23T71,0.5
2013,23T71,0.45
2014,23T71,0.49
2015,23T71,0.53
2016,23T71,0.54
2017,23T71,0.71
2018,23T71,0.47
2019,23T71,0.55
2020,23T71,0.6
1828,23T72,0.29
1829,23T72,0.37
1830,23T72,0.46
1831,23T72,0.46
1832,23T72,0.34
1833,23T72,0.28
1834,23T72,0.24
1835,23T72,0.15
1836,23T72,0.16
1837,23T72,0.15
1838,23T72,0.19
1839,23T72,0.14
1840,23T72,0.2
1841,23T72,0.19
1842,23T72,0.32
1843,23T72,0.28
1844,23T72,0.33
1845,23T72,0.28
1846,23T72,0.34
1847,23T72,0.27
1848,23T72,0.22
1849,23T72,0.23
1850,23T72,0.16
1851,23T72,0.25
1852,23T72,0.18
1853,23T72,0.13
1854,23T72,0.19
1855,23T72,0.21
1856,23T72,0.2
1857,23T72,0.15
1858,23T72,0.16
1859,23T72,0.15
1860,23T72,0.17
1861,23T72,0.13
1862,23T72,0.1
1863,23T72,0.15
1864,23T72,0.14
1865,23T72,0.06
1866,23T72,0.08
1867,23T72,0.1
1868,23T72,0.07
1869,23T72,0.09
1870,23T72,0.07
1871,23T72,0.12
1872,23T72,0.1
1873,23T72,0.1
1874,23T72,0.1
1875,23T72,0.09
1876,23T72,0.09
1877,23T72,0.12
1878,23T72,0.18
1879,23T72,0.12
1880,23T72,0.14
1881,23T72,0.11
1882,23T72,0.16
1883,23T72,0.16
1884,23T72,0.14
1885,23T72,0.17
1886,23T72,0.18
1887,23T72,0.21
1888,23T72,0.24
1889,23T72,0.2
1890,23T72,0.19
1891,23T72,0.23
1892,23T72,0.21
1893,23T72,0.26
1894,23T72,0.26
1895,23T72,0.29
1896,23T72,0.37
1897,23T72,0.23
1898,23T72,0.33
1899,23T72,0.25
1900,23T72,0.26
1901,23T72,0.25
1902,23T72,0.23
1903,23T72,0.28
1904,23T72,0.25
1905,23T72,0.26
1906,23T72,0.27
1907,23T72,0.31
1908,23T72,0.35
1909,23T72,0.31
1910,23T72,0.33
1911,23T72,0.34
1912,23T72,0.35
1913,23T72,0.43
1914,23T72,0.48
1915,23T72,0.42
1916,23T72,0.48
1917,23T72,0.35
1918,23T72,0.47
1919,23T72,0.44
1920,23T72,0.4
1921,23T72,0.46
1922,23T72,0.46
1923,23T72,0.48
1924,23T72,0.49
1925,23T72,0.45
1926,23T72,0.53
1927,23T72,0.49
1928,23T72,0.49
1929,23T72,0.52
1930,23T72,0.52
1931,23T72,0.5
1932,23T72,0.52
1933,23T72,0.54
1934,23T72,0.54
1935,23T72,0.71
1936,23T72,0.8
1937,23T72,0.91
1938,23T72,0.9
1939,23T72,0.77
1940,23T72,0.43
1941,23T72,0.46
1942,23T72,0.62
1943,23T72,0.73
1944,23T72,0.67
1945,23T72,0.67
1946,23T72,0.66
1947,23T72,0.76
1948,23T72,0.66
1949,23T72,0.65
1950,23T72,0.61
1951,23T72,0.57
1952,23T72,0.73
1953,23T72,0.8
1954,23T72,0.88
1955,23T72,0.99
1956,23T72,0.87
1957,23T72,1.15
1958,23T72,0.89
1959,23T72,0.95
1960,23T72,1
1961,23T72,0.84
1962,23T72,0.74
1963,23T72,1.18
1964,23T72,1.13
1965,23T72,1.14
1966,23T72,1.06
1967,23T72,1.02
1968,23T72,0.97
1969,23T72,0.97
1970,23T72,1.04
1971,23T72,1.02
1972,23T72,0.96
1973,23T72,1.16
1974,23T72,0.91
1975,23T72,0.69
1976,23T72,0.74
1977,23T72,0.74
1978,23T72,0.89
1979,23T72,0.94
1980,23T72,1.09
1981,23T72,1.17
1982,23T72,1.13
1983,23T72,1.2
1984,23T72,1.35
1985,23T72,1.13
1986,23T72,1.07
1987,23T72,1.22
1988,23T72,0.79
1989,23T72,0.75
1990,23T72,0.95
1991,23T72,0.89
1992,23T72,0.86
1993,23T72,0.79
1994,23T72,1.13
1995,23T72,1.16
1996,23T72,1.05
1997,23T72,1.01
1998,23T72,1.01
1999,23T72,0.85
2000,23T72,0.76
2001,23T72,0.85
2002,23T72,0.74
2003,23T72,0.73
2004,23T72,0.77
2005,23T72,0.98
2006,23T72,0.92
2007,23T72,0.76
2008,23T72,0.7
2009,23T72,0.75
2010,23T72,0.65
2011,23T72,0.74
2012,23T72,0.77
2013,23T72,0.76
2014,23T72,0.79
2015,23T72,0.79
2016,23T72,0.68
2017,23T72,0.79
2018,23T72,0.83
2019,23T72,0.85
2020,23T72,0.92
2021,23T72,0.81
2022,23T72,0.69
1964,23T90,1.1
1965,23T90,1.09
1966,23T90,1.15
1967,23T90,1.02
1968,23T90,1.53
1969,23T90,1.44
1970,23T90,1.13
1971,23T90,1.46
1972,23T90,1.15
1973,23T90,1.74
1974,23T90,1.34
1975,23T90,2.51
1976,23T90,1.25
1977,23T90,1.89
1978,23T90,2.11
1979,23T90,2.24
1980,23T90,1.26
1981,23T90,1.39
1982,23T90,1.09
1983,23T90,1.16
1984,23T90,1.1
1985,23T90,2.16
1986,23T90,2.66
1987,23T90,1.39
1988,23T90,1.94
1989,23T90,1.36
1990,23T90,1.55
1991,23T90,1.27
1992,23T90,1.94
1993,23T90,1.34
1994,23T90,1.43
1995,23T90,1.02
1996,23T90,1.14
1997,23T90,0.89
1998,23T90,0.81
1999,23T90,0.79
2000,23T90,1.01
2001,23T90,1.49
2002,23T90,1.59
2003,23T90,1.79
2004,23T90,1.59
2005,23T90,1.46
2006,23T90,1.49
2007,23T90,1.79
2008,23T90,1.04
2009,23T90,0.22
2010,23T90,0
2011,23T90,0.82
2012,23T90,1.02
2013,23T90,1.64
2014,23T90,1.68
2015,23T90,1.73
2016,23T90,1.27
2017,23T90,1.14
2018,23T90,0.88
2019,23T90,1.23
2020,23T90,0.97
2021,23T90,0.96
2022,23T90,0.99
1955,23X1451,1.08
1956,23X1451,1.5
1957,23X1451,1.6
1958,23X1451,2.49
1959,23X1451,1.49
1960,23X1451,1.38
1961,23X1451,1.41
1962,23X1451,1.4
1963,23X1451,2.02
1964,23X1451,2.41
1965,23X1451,2.13
1966,23X1451,1.86
1967,23X1451,2.5
1968,23X1451,2.21
1969,23X1451,2.76
1970,23X1451,2.32
1971,23X1451,1.69
1972,23X1451,1.8
1973,23X1451,1.96
1974,23X1451,2.16
1975,23X1451,2.14
1976,23X1451,1.99
1977,23X1451,0.71
1978,23X1451,1.89
1979,23X1451,1.39
1980,23X1451,1.49
1981,23X1451,1.35
1982,23X1451,1.51
1983,23X1451,1.16
1984,23X1451,0.98
1985,23X1451,0.74
1986,23X1451,0.72
1987,23X1451,1.32
1988,23X1451,0.99
1989,23X1451,0.62
1990,23X1451,0.72
1991,23X1451,0.71
1992,23X1451,0.76
1993,23X1451,1.09
1994,23X1451,1.36
1995,23X1451,1.33
1996,23X1451,1.36
1997,23X1451,1.26
1998,23X1451,1.58
1999,23X1451,1.01
2000,23X1451,1.23
2001,23X1451,0.48
2002,23X1451,0.54
2003,23X1451,1.13
2004,23X1451,1.22
2005,23X1451,1.56
2006,23X1451,1.64
2007,23X1451,2.32
2008,23X1451,2.08
2009,23X1451,2.26
2010,23X1451,2.27
2011,23X1451,2.16
2012,23X1451,2.32
2013,23X1451,2.04
2014,23X1451,1.91
2015,23X1451,2.18
2016,23X1451,2.43
2017,23X1451,2.28
2018,23X1451,2.13
2019,23X1451,2.26
2020,23X1451,2.47
2021,23X1451,2.77
2022,23X1451,3.22
1971,23X1452,1
1972,23X1452,1.26
1973,23X1452,1.93
1974,23X1452,2.24
1975,23X1452,2.67
1976,23X1452,2.25
1977,23X1452,2.7
1978,23X1452,2.38
1979,23X1452,1.16
1980,23X1452,2.74
1981,23X1452,3.3
1982,23X1452,2.69
1983,23X1452,2.58
1984,23X1452,2.7
1985,23X1452,1.57
1986,23X1452,1.73
1987,23X1452,3.16
1988,23X1452,2.23
1989,23X1452,1.56
1990,23X1452,1.69
1991,23X1452,2.1
1992,23X1452,2.72
1993,23X1452,3.02
1994,23X1452,4.02
1995,23X1452,2.67
1996,23X1452,2.58
1997,23X1452,2.8
1998,23X1452,2.52
1999,23X1452,1.86
2000,23X1452,2.26
2001,23X1452,0.51
2002,23X1452,0.64
2003,23X1452,2.47
2004,23X1452,1.62
2005,23X1452,2.81
2006,23X1452,0.97
2007,23X1452,3.09
2008,23X1452,2.67
2009,23X1452,3.9
2010,23X1452,3.23
2011,23X1452,3.45
2012,23X1452,2.58
2013,23X1452,2.4
2014,23X1452,1.95
2015,23X1452,2.27
2016,23X1452,1.74
2017,23X1452,2.44
2018,23X1452,1.99
2019,23X1452,2.12
2020,23X1452,2
2021,23X1452,1.36
2022,23X1452,1.1
1949,23X1453,0.9
1950,23X1453,0.25
1951,23X1453,0.5
1952,23X1453,0.62
1953,23X1453,0.6
1954,23X1453,0.68
1955,23X1453,0.84
1956,23X1453,0.88
1957,23X1453,1.44
1958,23X1453,1.97
1959,23X1453,2.15
1960,23X1453,1.93
1961,23X1453,1.81
1962,23X1453,2.17
1963,23X1453,3.95
1964,23X1453,3.47
1965,23X1453,2.44
1966,23X1453,1.72
1967,23X1453,1.71
1968,23X1453,2.15
1969,23X1453,2.83
1970,23X1453,2.45
1971,23X1453,1.77
1972,23X1453,1.74
1973,23X1453,1.49
1974,23X1453,2.29
1975,23X1453,2.05
1976,23X1453,2.7
1977,23X1453,1.84
1978,23X1453,2.17
1979,23X1453,1.24
1980,23X1453,1.16
1981,23X1453,1.44
1982,23X1453,1.47
1983,23X1453,0.94
1984,23X1453,0.84
1985,23X1453,0.37
1986,23X1453,0.21
1987,23X1453,0.38
1988,23X1453,0.34
1989,23X1453,0.47
1990,23X1453,0.88
1991,23X1453,1.52
1992,23X1453,1.58
1993,23X1453,1.67
1994,23X1453,2.04
1995,23X1453,1.4
1996,23X1453,0.76
1997,23X1453,0.96
1998,23X1453,1.07
1999,23X1453,0.96
2000,23X1453,1.05
2001,23X1453,0.6
2002,23X1453,0.64
2003,23X1453,1.34
2004,23X1453,1.41
2005,23X1453,1.48
2006,23X1453,1.08
2007,23X1453,2.28
2008,23X1453,2.3
2009,23X1453,1.8
2010,23X1453,1.84
2011,23X1453,1.91
2012,23X1453,1.75
2013,23X1453,2.12
2014,23X1453,1.9
2015,23X1453,2.41
2016,23X1453,2.43
2017,23X1453,2.63
2018,23X1453,2.49
2019,23X1453,2.44
2020,23X1453,1.95
2021,23X1453,1.39
1923,23X1511,0.66
1924,23X1511,0.7
1925,23X1511,0.62
1926,23X1511,0.53
1927,23X1511,0.58
1928,23X1511,0.56
1929,23X1511,0.88
1930,23X1511,0.78
1931,23X1511,1.09
1932,23X1511,1.73
1933,23X1511,1.24
1934,23X1511,1.11
1935,23X1511,1.33
1936,23X1511,1.04
1937,23X1511,0.91
1938,23X1511,1.03
1939,23X1511,0.75
1940,23X1511,0.99
1941,23X1511,1.1
1942,23X1511,0.97
1943,23X1511,0.9
1944,23X1511,0.93
1945,23X1511,0.82
1946,23X1511,0.79
1947,23X1511,0.92
1948,23X1511,1.02
1949,23X1511,1.02
1950,23X1511,0.76
1951,23X1511,0.51
1952,23X1511,0.49
1953,23X1511,0.85
1954,23X1511,1.17
1955,23X1511,1.24
1956,23X1511,0.85
1957,23X1511,0.57
1958,23X1511,0.65
1959,23X1511,0.65
1960,23X1511,0.55
1961,23X1511,0.66
1962,23X1511,1.21
1963,23X1511,1.43
1964,23X1511,1.41
1965,23X1511,0.81
1966,23X1511,1.4
1967,23X1511,0.83
1968,23X1511,0.87
1969,23X1511,1.18
1970,23X1511,0.86
1971,23X1511,0.63
1972,23X1511,0.64
1973,23X1511,0.66
1974,23X1511,0.73
1975,23X1511,0.84
1976,23X1511,0.74
1977,23X1511,0.76
1978,23X1511,0.71
1979,23X1511,0.72
1980,23X1511,0.72
1981,23X1511,0.7
1982,23X1511,0.58
1983,23X1511,0.54
1984,23X1511,0.52
1985,23X1511,0.53
1986,23X1511,0.49
1987,23X1511,0.43
1988,23X1511,0.45
1989,23X1511,0.48
1990,23X1511,0.53
1991,23X1511,0.55
1992,23X1511,0.57
1993,23X1511,0.43
1994,23X1511,0.52
1995,23X1511,0.64
1996,23X1511,0.57
1997,23X1511,0.59
1998,23X1511,0.31
1999,23X1511,0.34
2000,23X1511,0.41
2001,23X1511,0.33
2002,23X1511,0.31
2003,23X1511,0.31
2004,23X1511,0.27
2005,23X1511,0.32
2006,23X1511,0.3
2007,23X1511,0.3
2008,23X1511,0.39
2009,23X1511,0.39
2010,23X1511,0.34
2011,23X1511,0.35
2012,23X1511,0.37
2013,23X1511,0.34
2014,23X1511,0.34
2015,23X1511,0.37
2016,23X1511,0.32
2017,23X1511,0.26
2018,23X1511,0.23
