TRE_CN,MEASYEAR,Year,RW,DIA
23T257,2023,1974,0.58,9.4
23T257,2023,1975,0.45,9.4
23T257,2023,1976,0.47,9.4
23T257,2023,1977,0.47,9.4
23T257,2023,1978,0.52,9.4
23T257,2023,1979,0.49,9.4
23T257,2023,1980,0.47,9.4
23T257,2023,1981,0.49,9.4
23T257,2023,1982,0.6,9.4
23T257,2023,1983,0.56,9.4
23T257,2023,1984,0.69,9.4
23T257,2023,1985,0.59,9.4
23T257,2023,1986,0.61,9.4
23T257,2023,1987,0.52,9.4
23T257,2023,1988,0.33,9.4
23T257,2023,1989,0.35,9.4
23T257,2023,1990,0.31,9.4
23T257,2023,1991,0.31,9.4
23T257,2023,1992,0.26,9.4
23T257,2023,1993,0.34,9.4
23T257,2023,1994,0.51,9.4
23T257,2023,1995,0.56,9.4
23T257,2023,1996,0.51,9.4
23T257,2023,1997,0.51,9.4
23T257,2023,1998,0.56,9.4
23T257,2023,1999,0.52,9.4
23T257,2023,2000,0.57,9.4
23T257,2023,2001,0.55,9.4
23T257,2023,2002,0.43,9.4
23T257,2023,2003,0.21,9.4
23T257,2023,2004,0.11,9.4
23T257,2023,2005,0.36,9.4
23T257,2023,2006,0.38,9.4
23T257,2023,2007,0.35,9.4
23T257,2023,2008,0.41,9.4
23T257,2023,2009,0.43,9.4
23T257,2023,2010,0.47,9.4
23T257,2023,2011,0.62,9.4
23T257,2023,2012,0.6,9.4
23T257,2023,2013,0.75,9.4
23T257,2023,2014,0.92,9.4
23T257,2023,2015,1.03,9.4
23T257,2023,2016,0.92,9.4
23T257,2023,2017,1.09,9.4
23T257,2023,2018,1.14,9.4
23T257,2023,2019,1.16,9.4
23T257,2023,2020,1.15,9.4
23T257,2023,2021,0.93,9.4
23T257,2023,2022,1.04,9.4
23T277,2023,1937,2.75,9.9
23T277,2023,1938,2.75,9.9
23T277,2023,1939,2.88,9.9
23T277,2023,1940,2.4,9.9
23T277,2023,1941,3.13,9.9
23T277,2023,1942,2.13,9.9
23T277,2023,1943,2.3,9.9
23T277,2023,1944,2.82,9.9
23T277,2023,1945,2.09,9.9
23T277,2023,1946,2.1,9.9
23T277,2023,1947,2.32,9.9
23T277,2023,1948,2.93,9.9
23T277,2023,1949,2.96,9.9
23T277,2023,1950,2.71,9.9
23T277,2023,1951,2.57,9.9
23T277,2023,1952,2.38,9.9
23T277,2023,1953,2.08,9.9
23T277,2023,1954,2.37,9.9
23T277,2023,1955,2.64,9.9
23T277,2023,1956,2.62,9.9
23T277,2023,1957,1.81,9.9
23T277,2023,1958,1.55,9.9
23T277,2023,1959,1.71,9.9
23T277,2023,1960,1.5,9.9
23T277,2023,1961,1.61,9.9
23T277,2023,1962,1.64,9.9
23T277,2023,1963,1.77,9.9
23T277,2023,1964,1.61,9.9
23T277,2023,1965,1.63,9.9
23T277,2023,1966,1.59,9.9
23T277,2023,1967,1.79,9.9
23T277,2023,1968,2.05,9.9
23T277,2023,1969,1.74,9.9
23T277,2023,1970,1.35,9.9
23T277,2023,1971,1.35,9.9
23T277,2023,1972,1.28,9.9
23T277,2023,1973,1.64,9.9
23T277,2023,1974,1.35,9.9
23T277,2023,1975,1.56,9.9
23T277,2023,1976,1.65,9.9
23T277,2023,1977,1.1,9.9
23T277,2023,1978,0.78,9.9
23T277,2023,1979,0.64,9.9
23T277,2023,1980,0.61,9.9
23T277,2023,1981,0.8,9.9
23T277,2023,1982,1.09,9.9
23T277,2023,1983,0.73,9.9
23T277,2023,1984,0.72,9.9
23T277,2023,1985,0.86,9.9
23T277,2023,1986,0.72,9.9
23T277,2023,1987,0.99,9.9
23T277,2023,1988,0.87,9.9
23T277,2023,1989,0.64,9.9
23T277,2023,1990,0.64,9.9
23T277,2023,1991,0.28,9.9
23T277,2023,1992,0.51,9.9
23T277,2023,1993,0.53,9.9
23T277,2023,1994,0.41,9.9
23T277,2023,1995,0.43,9.9
23T277,2023,1996,0.5,9.9
23T277,2023,1997,0.56,9.9
23T277,2023,1998,0.45,9.9
23T277,2023,1999,0.34,9.9
23T277,2023,2000,0.41,9.9
23T277,2023,2001,0.49,9.9
23T277,2023,2002,0.34,9.9
23T277,2023,2003,0.41,9.9
23T277,2023,2004,0.45,9.9
23T277,2023,2005,0.68,9.9
23T277,2023,2006,0.48,9.9
23T277,2023,2007,0.48,9.9
23T277,2023,2008,0.44,9.9
23T277,2023,2009,0.6,9.9
23T277,2023,2010,0.45,9.9
23T277,2023,2011,0.5,9.9
23T277,2023,2012,0.68,9.9
23T277,2023,2013,0.58,9.9
23T277,2023,2014,0.62,9.9
23T277,2023,2015,0.56,9.9
23T277,2023,2016,0.54,9.9
23T277,2023,2017,0.58,9.9
23T277,2023,2018,0.54,9.9
23T277,2023,2019,0.58,9.9
23T277,2023,2020,0.73,9.9
23T277,2023,2021,0.5,9.9
23T277,2023,2022,0.72,9.9
23T28,2023,1915,0.93,6.4
23T28,2023,1916,1.3,6.4
23T28,2023,1917,0.67,6.4
23T28,2023,1918,0.64,6.4
23T28,2023,1919,1.27,6.4
23T28,2023,1920,0.53,6.4
23T28,2023,1921,0.83,6.4
23T28,2023,1922,0.68,6.4
23T28,2023,1923,0.46,6.4
23T28,2023,1924,1.04,6.4
23T28,2023,1925,1.47,6.4
23T28,2023,1926,1.74,6.4
23T28,2023,1927,1.95,6.4
23T28,2023,1928,1.42,6.4
23T28,2023,1929,0.68,6.4
23T28,2023,1930,1.53,6.4
23T28,2023,1931,2.04,6.4
23T28,2023,1932,2.12,6.4
23T28,2023,1933,2.55,6.4
23T28,2023,1934,2.47,6.4
23T28,2023,1935,1.41,6.4
23T28,2023,1936,0.53,6.4
23T28,2023,1937,0.42,6.4
23T28,2023,1938,1.22,6.4
23T28,2023,1939,1.53,6.4
23T28,2023,1940,2.08,6.4
23T28,2023,1941,1.73,6.4
23T28,2023,1942,1.9,6.4
23T28,2023,1943,1.31,6.4
23T28,2023,1944,1.55,6.4
23T28,2023,1945,1.64,6.4
23T28,2023,1946,1.32,6.4
23T28,2023,1947,1.2,6.4
23T28,2023,1948,1.34,6.4
23T28,2023,1949,1.54,6.4
23T28,2023,1950,1.39,6.4
23T28,2023,1951,1.07,6.4
23T28,2023,1952,1.09,6.4
23T28,2023,1953,0.99,6.4
23T28,2023,1954,1.12,6.4
23T28,2023,1955,1.12,6.4
23T28,2023,1956,1.03,6.4
23T28,2023,1957,1.45,6.4
23T28,2023,1958,1.19,6.4
23T28,2023,1959,0.77,6.4
23T28,2023,1960,0.81,6.4
23T28,2023,1961,0.87,6.4
23T28,2023,1962,0.98,6.4
23T28,2023,1963,0.89,6.4
23T28,2023,1964,0.8,6.4
23T28,2023,1965,0.8,6.4
23T28,2023,1966,0.83,6.4
23T28,2023,1967,0.91,6.4
23T28,2023,1968,1.04,6.4
23T28,2023,1969,1.15,6.4
23T28,2023,1970,1.27,6.4
23T28,2023,1971,1.05,6.4
23T28,2023,1972,0.86,6.4
23T28,2023,1973,0.8,6.4
23T28,2023,1974,1,6.4
23T28,2023,1975,0.8,6.4
23T28,2023,1976,0.65,6.4
23T28,2023,1977,0.81,6.4
23T28,2023,1978,0.69,6.4
23T28,2023,1979,0.65,6.4
23T28,2023,1980,0.48,6.4
23T28,2023,1981,0.38,6.4
23T28,2023,1982,0.36,6.4
23T28,2023,1983,0.31,6.4
23T28,2023,1984,0.34,6.4
23T28,2023,1985,0.39,6.4
23T28,2023,1986,0.28,6.4
23T28,2023,1987,0.23,6.4
23T28,2023,1988,0.27,6.4
23T28,2023,1989,0.32,6.4
23T28,2023,1990,0.17,6.4
23T28,2023,1991,0.11,6.4
23T28,2023,1992,0.16,6.4
23T28,2023,1993,0.16,6.4
23T28,2023,1994,0.18,6.4
23T28,2023,1995,0.15,6.4
23T28,2023,1996,0.12,6.4
23T28,2023,1997,0.1,6.4
23T28,2023,1998,0.1,6.4
23T28,2023,1999,0.05,6.4
23T28,2023,2000,0.1,6.4
23T28,2023,2001,0.08,6.4
23T28,2023,2002,0.06,6.4
23T28,2023,2003,0.07,6.4
23T28,2023,2004,0.09,6.4
23T28,2023,2005,0.05,6.4
23T28,2023,2006,0.04,6.4
23T28,2023,2007,0.06,6.4
23T28,2023,2008,0.08,6.4
23T28,2023,2009,0.08,6.4
23T28,2023,2010,0.08,6.4
23T28,2023,2011,0.07,6.4
23T28,2023,2012,0.05,6.4
23T28,2023,2013,0.19,6.4
23T28,2023,2014,0.07,6.4
23T28,2023,2015,0.05,6.4
23T28,2023,2016,0.05,6.4
23T28,2023,2017,0.06,6.4
23T28,2023,2018,0.05,6.4
23T28,2023,2019,0.05,6.4
23T28,2023,2020,0.07,6.4
23T28,2023,2021,0.07,6.4
23T28,2023,2022,0.07,6.4
23T302,2023,1922,0.79,12.7
23T302,2023,1923,0.75,12.7
23T302,2023,1924,0.56,12.7
23T302,2023,1925,0.76,12.7
23T302,2023,1926,0.97,12.7
23T302,2023,1927,0.81,12.7
23T302,2023,1928,0.69,12.7
23T302,2023,1929,0.55,12.7
23T302,2023,1930,0.63,12.7
23T302,2023,1931,0.81,12.7
23T302,2023,1932,1.14,12.7
23T302,2023,1933,1.18,12.7
23T302,2023,1934,0.95,12.7
23T302,2023,1935,1.01,12.7
23T302,2023,1936,0.76,12.7
23T302,2023,1937,1.15,12.7
23T302,2023,1938,1.51,12.7
23T302,2023,1939,1.7,12.7
23T302,2023,1940,1.42,12.7
23T302,2023,1941,1.3,12.7
23T302,2023,1942,0.97,12.7
23T302,2023,1943,0.75,12.7
23T302,2023,1944,0.71,12.7
23T302,2023,1945,0.84,12.7
23T302,2023,1946,0.76,12.7
23T302,2023,1947,0.72,12.7
23T302,2023,1948,0.77,12.7
23T302,2023,1949,0.7,12.7
23T302,2023,1950,0.7,12.7
23T302,2023,1951,0.5,12.7
23T302,2023,1952,0.59,12.7
23T302,2023,1953,0.65,12.7
23T302,2023,1954,0.73,12.7
23T302,2023,1955,0.97,12.7
23T302,2023,1956,1.09,12.7
23T302,2023,1957,1.03,12.7
23T302,2023,1958,0.8,12.7
23T302,2023,1959,1.06,12.7
23T302,2023,1960,0.81,12.7
23T302,2023,1961,0.79,12.7
23T302,2023,1962,0.83,12.7
23T302,2023,1963,1.37,12.7
23T302,2023,1964,1.34,12.7
23T302,2023,1965,1.23,12.7
23T302,2023,1966,1.43,12.7
23T302,2023,1967,1.48,12.7
23T302,2023,1968,1.04,12.7
23T302,2023,1969,0.95,12.7
23T302,2023,1970,0.9,12.7
23T302,2023,1971,0.79,12.7
23T302,2023,1972,0.97,12.7
23T302,2023,1973,0.9,12.7
23T302,2023,1974,0.89,12.7
23T302,2023,1975,0.75,12.7
23T302,2023,1976,0.89,12.7
23T302,2023,1977,1.03,12.7
23T302,2023,1978,1.02,12.7
23T302,2023,1979,0.95,12.7
23T302,2023,1980,1,12.7
23T302,2023,1981,0.87,12.7
23T302,2023,1982,0.86,12.7
23T302,2023,1983,0.71,12.7
23T302,2023,1984,0.85,12.7
23T302,2023,1985,0.83,12.7
23T302,2023,1986,0.8,12.7
23T302,2023,1987,1.09,12.7
23T302,2023,1988,1.31,12.7
23T302,2023,1989,0.96,12.7
23T302,2023,1990,0.84,12.7
23T302,2023,1991,1.04,12.7
23T302,2023,1992,0.75,12.7
23T302,2023,1993,0.75,12.7
23T302,2023,1994,0.89,12.7
23T302,2023,1995,1.05,12.7
23T302,2023,1996,0.69,12.7
23T302,2023,1997,0.67,12.7
23T302,2023,1998,0.69,12.7
23T302,2023,1999,0.73,12.7
23T302,2023,2000,0.81,12.7
23T302,2023,2001,0.59,12.7
23T302,2023,2002,0.59,12.7
23T302,2023,2003,0.8,12.7
23T302,2023,2004,0.7,12.7
23T302,2023,2005,0.69,12.7
23T302,2023,2006,1.08,12.7
23T302,2023,2007,0.63,12.7
23T302,2023,2008,0.72,12.7
23T302,2023,2009,0.76,12.7
23T302,2023,2010,0.66,12.7
23T302,2023,2011,0.67,12.7
23T302,2023,2012,0.59,12.7
23T302,2023,2013,0.75,12.7
23T302,2023,2014,0.7,12.7
23T302,2023,2015,0.74,12.7
23T302,2023,2016,0.74,12.7
23T302,2023,2017,0.55,12.7
23T302,2023,2018,0.33,12.7
23T302,2023,2019,0.32,12.7
23T302,2023,2020,0.33,12.7
23T302,2023,2021,0.48,12.7
23T302,2023,2022,0.44,12.7
23T340,2023,1902,0.95,8.4
23T340,2023,1903,0.64,8.4
23T340,2023,1904,0.59,8.4
23T340,2023,1905,0.73,8.4
23T340,2023,1906,0.39,8.4
23T340,2023,1907,0.33,8.4
23T340,2023,1908,0.62,8.4
23T340,2023,1909,0.76,8.4
23T340,2023,1910,0.86,8.4
23T340,2023,1911,0.85,8.4
23T340,2023,1912,0.84,8.4
23T340,2023,1913,0.7,8.4
23T340,2023,1914,0.57,8.4
23T340,2023,1915,0.83,8.4
23T340,2023,1916,0.56,8.4
23T340,2023,1917,0.53,8.4
23T340,2023,1918,0.65,8.4
23T340,2023,1919,0.69,8.4
23T340,2023,1920,0.71,8.4
23T340,2023,1921,0.6,8.4
23T340,2023,1922,1,8.4
23T340,2023,1923,0.89,8.4
23T340,2023,1924,0.79,8.4
23T340,2023,1925,0.87,8.4
23T340,2023,1926,1.07,8.4
23T340,2023,1927,0.51,8.4
23T340,2023,1928,0.6,8.4
23T340,2023,1929,0.85,8.4
23T340,2023,1930,0.48,8.4
23T340,2023,1931,0.6,8.4
23T340,2023,1932,0.32,8.4
23T340,2023,1933,0.28,8.4
23T340,2023,1934,0.43,8.4
23T340,2023,1935,0.62,8.4
23T340,2023,1936,0.52,8.4
23T340,2023,1937,0.48,8.4
23T340,2023,1938,0.31,8.4
23T340,2023,1939,0.6,8.4
23T340,2023,1940,0.43,8.4
23T340,2023,1941,0.63,8.4
23T340,2023,1942,0.81,8.4
23T340,2023,1943,0.82,8.4
23T340,2023,1944,1.45,8.4
23T340,2023,1945,1.05,8.4
23T340,2023,1946,0.83,8.4
23T340,2023,1947,0.5,8.4
23T340,2023,1948,1.11,8.4
23T340,2023,1949,0.81,8.4
23T340,2023,1950,0.71,8.4
23T340,2023,1951,0.7,8.4
23T340,2023,1952,0.28,8.4
23T340,2023,1953,0.64,8.4
23T340,2023,1954,0.82,8.4
23T340,2023,1955,0.63,8.4
23T340,2023,1956,0.34,8.4
23T340,2023,1957,0.41,8.4
23T340,2023,1958,0.5,8.4
23T340,2023,1959,0.51,8.4
23T340,2023,1960,0.65,8.4
23T340,2023,1961,0.88,8.4
23T340,2023,1962,0.78,8.4
23T340,2023,1963,0.77,8.4
23T340,2023,1964,0.71,8.4
23T340,2023,1965,0.64,8.4
23T340,2023,1966,0.66,8.4
23T340,2023,1967,0.72,8.4
23T340,2023,1968,0.99,8.4
23T340,2023,1969,0.79,8.4
23T340,2023,1970,0.85,8.4
23T340,2023,1971,0.93,8.4
23T340,2023,1972,0.58,8.4
23T340,2023,1973,0.7,8.4
23T340,2023,1974,0.8,8.4
23T340,2023,1975,2.3,8.4
23T340,2023,1976,2.05,8.4
23T340,2023,1977,1.66,8.4
23T340,2023,1978,0.92,8.4
23T340,2023,1979,0.94,8.4
23T340,2023,1980,1.01,8.4
23T340,2023,1981,1.01,8.4
23T340,2023,1982,0.86,8.4
23T340,2023,1983,0.9,8.4
23T340,2023,1984,0.97,8.4
23T340,2023,1985,0.76,8.4
23T340,2023,1986,0.97,8.4
23T340,2023,1987,0.79,8.4
23T340,2023,1988,0.9,8.4
23T340,2023,1989,0.1,8.4
23T340,2023,1990,0.2,8.4
23T340,2023,1991,0.22,8.4
23T340,2023,1992,0.21,8.4
23T340,2023,1993,0.24,8.4
23T340,2023,1994,0.29,8.4
23T340,2023,1995,0.5,8.4
23T340,2023,1996,0.36,8.4
23T340,2023,1997,0.44,8.4
23T340,2023,1998,0.54,8.4
23T340,2023,1999,0.61,8.4
23T340,2023,2000,0.62,8.4
23T340,2023,2001,0.45,8.4
23T340,2023,2002,0.59,8.4
23T340,2023,2003,0.66,8.4
23T340,2023,2004,0.67,8.4
23T340,2023,2005,0.52,8.4
23T340,2023,2006,0.46,8.4
23T340,2023,2007,0.4,8.4
23T340,2023,2008,0.48,8.4
23T340,2023,2009,0.51,8.4
23T340,2023,2010,0.56,8.4
23T340,2023,2011,0.55,8.4
23T340,2023,2012,0.51,8.4
23T340,2023,2013,0.51,8.4
23T340,2023,2014,0.83,8.4
23T340,2023,2015,0.66,8.4
23T340,2023,2016,0.8,8.4
23T340,2023,2017,0.67,8.4
23T340,2023,2018,0.87,8.4
23T340,2023,2019,0.8,8.4
23T340,2023,2020,0.67,8.4
23T340,2023,2021,0.55,8.4
23T340,2023,2022,0.71,8.4
23T377,2023,1863,0.21,11.8
23T377,2023,1864,0.37,11.8
23T377,2023,1865,0.81,11.8
23T377,2023,1866,0.8,11.8
23T377,2023,1867,0.78,11.8
23T377,2023,1868,0.48,11.8
23T377,2023,1869,0.56,11.8
23T377,2023,1870,0.69,11.8
23T377,2023,1871,0.78,11.8
23T377,2023,1872,0.94,11.8
23T377,2023,1873,0.72,11.8
23T377,2023,1874,0.77,11.8
23T377,2023,1875,0.59,11.8
23T377,2023,1876,0.6,11.8
23T377,2023,1877,0.6,11.8
23T377,2023,1878,0.56,11.8
23T377,2023,1879,0.68,11.8
23T377,2023,1880,0.69,11.8
23T377,2023,1881,0.54,11.8
23T377,2023,1882,0.6,11.8
23T377,2023,1883,0.58,11.8
23T377,2023,1884,0.53,11.8
23T377,2023,1885,0.58,11.8
23T377,2023,1886,0.7,11.8
23T377,2023,1887,0.87,11.8
23T377,2023,1888,0.79,11.8
23T377,2023,1889,0.95,11.8
23T377,2023,1890,1,11.8
23T377,2023,1891,0.82,11.8
23T377,2023,1892,0.83,11.8
23T377,2023,1893,0.83,11.8
23T377,2023,1894,1.03,11.8
23T377,2023,1895,0.67,11.8
23T377,2023,1896,0.64,11.8
23T377,2023,1897,0.6,11.8
23T377,2023,1898,0.73,11.8
23T377,2023,1899,0.65,11.8
23T377,2023,1900,0.42,11.8
23T377,2023,1901,0.61,11.8
23T377,2023,1902,0.45,11.8
23T377,2023,1903,0.65,11.8
23T377,2023,1904,0.6,11.8
23T377,2023,1905,0.64,11.8
23T377,2023,1906,0.54,11.8
23T377,2023,1907,0.53,11.8
23T377,2023,1908,0.7,11.8
23T377,2023,1909,0.77,11.8
23T377,2023,1910,0.7,11.8
23T377,2023,1911,0.83,11.8
23T377,2023,1912,0.75,11.8
23T377,2023,1913,0.76,11.8
23T377,2023,1914,0.68,11.8
23T377,2023,1915,0.33,11.8
23T377,2023,1916,0.3,11.8
23T377,2023,1917,0.29,11.8
23T377,2023,1918,0.26,11.8
23T377,2023,1919,0.25,11.8
23T377,2023,1920,0.28,11.8
23T377,2023,1921,0.32,11.8
23T377,2023,1922,0.5,11.8
23T377,2023,1923,0.45,11.8
23T377,2023,1924,0.55,11.8
23T377,2023,1925,0.45,11.8
23T377,2023,1926,0.7,11.8
23T377,2023,1927,0.63,11.8
23T377,2023,1928,0.75,11.8
23T377,2023,1929,0.7,11.8
23T377,2023,1930,0.64,11.8
23T377,2023,1931,0.76,11.8
23T377,2023,1932,0.62,11.8
23T377,2023,1933,0.62,11.8
23T377,2023,1934,0.82,11.8
23T377,2023,1935,0.91,11.8
23T377,2023,1936,0.85,11.8
23T377,2023,1937,0.9,11.8
23T377,2023,1938,0.95,11.8
23T377,2023,1939,0.84,11.8
23T377,2023,1940,0.81,11.8
23T377,2023,1941,0.91,11.8
23T377,2023,1942,0.73,11.8
23T377,2023,1943,0.79,11.8
23T377,2023,1944,0.73,11.8
23T377,2023,1945,0.72,11.8
23T377,2023,1946,0.72,11.8
23T377,2023,1947,0.63,11.8
23T377,2023,1948,0.56,11.8
23T377,2023,1949,0.7,11.8
23T377,2023,1950,0.62,11.8
23T377,2023,1951,0.63,11.8
23T377,2023,1952,0.66,11.8
23T377,2023,1953,0.68,11.8
23T377,2023,1954,0.67,11.8
23T377,2023,1955,0.79,11.8
23T377,2023,1956,0.82,11.8
23T377,2023,1957,0.88,11.8
23T377,2023,1958,1.05,11.8
23T377,2023,1959,1.05,11.8
23T377,2023,1960,1.03,11.8
23T377,2023,1961,0.91,11.8
23T377,2023,1962,1.08,11.8
23T377,2023,1963,1.35,11.8
23T377,2023,1964,1.27,11.8
23T377,2023,1965,1.33,11.8
23T377,2023,1966,1.3,11.8
23T377,2023,1967,1.08,11.8
23T377,2023,1968,1.15,11.8
23T377,2023,1969,1.51,11.8
23T377,2023,1970,1.47,11.8
23T377,2023,1971,1.47,11.8
23T377,2023,1972,1.35,11.8
23T377,2023,1973,1.37,11.8
23T377,2023,1974,1.29,11.8
23T377,2023,1975,1.27,11.8
23T377,2023,1976,1.21,11.8
23T377,2023,1977,1.15,11.8
23T377,2023,1978,1.36,11.8
23T377,2023,1979,1.34,11.8
23T377,2023,1980,1.47,11.8
23T377,2023,1981,1.45,11.8
23T377,2023,1982,1.31,11.8
23T377,2023,1983,1.39,11.8
23T377,2023,1984,1.57,11.8
23T377,2023,1985,1.23,11.8
23T377,2023,1986,1.34,11.8
23T377,2023,1987,1.37,11.8
23T377,2023,1988,0.95,11.8
23T377,2023,1989,0.88,11.8
23T377,2023,1990,0.69,11.8
23T377,2023,1991,0.9,11.8
23T377,2023,1992,0.9,11.8
23T377,2023,1993,1.14,11.8
23T377,2023,1994,1.23,11.8
23T377,2023,1995,1.06,11.8
23T377,2023,1996,1.13,11.8
23T377,2023,1997,1.14,11.8
23T377,2023,1998,0.8,11.8
23T377,2023,1999,0.78,11.8
23T377,2023,2000,0.82,11.8
23T377,2023,2001,0.55,11.8
23T377,2023,2002,0.72,11.8
23T377,2023,2003,0.74,11.8
23T377,2023,2004,0.69,11.8
23T377,2023,2005,0.47,11.8
23T377,2023,2006,0.79,11.8
23T377,2023,2007,0.62,11.8
23T377,2023,2008,0.54,11.8
23T377,2023,2009,0.69,11.8
23T377,2023,2010,0.63,11.8
23T377,2023,2011,0.57,11.8
23T377,2023,2012,0.63,11.8
23T377,2023,2013,0.65,11.8
23T377,2023,2014,0.63,11.8
23T377,2023,2015,0.62,11.8
23T377,2023,2016,0.65,11.8
23T377,2023,2017,0.6,11.8
23T377,2023,2018,0.43,11.8
23T377,2023,2019,0.43,11.8
23T377,2023,2020,0.35,11.8
23T377,2023,2021,0.41,11.8
23T377,2023,2022,0.36,11.8
23T385,2023,1585,0.86,19.1
23T385,2023,1586,0.67,19.1
23T385,2023,1587,0.52,19.1
23T385,2023,1588,0.5,19.1
23T385,2023,1589,0.52,19.1
23T385,2023,1590,0.46,19.1
23T385,2023,1591,0.57,19.1
23T385,2023,1592,0.6,19.1
23T385,2023,1593,0.5,19.1
23T385,2023,1594,0.57,19.1
23T385,2023,1595,0.69,19.1
23T385,2023,1596,0.7,19.1
23T385,2023,1597,0.63,19.1
23T385,2023,1598,0.57,19.1
23T385,2023,1599,0.71,19.1
23T385,2023,1600,0.74,19.1
23T385,2023,1601,0.76,19.1
23T385,2023,1602,0.37,19.1
23T385,2023,1603,0.52,19.1
23T385,2023,1604,0.44,19.1
23T385,2023,1605,0.59,19.1
23T385,2023,1606,0.74,19.1
23T385,2023,1607,0.65,19.1
23T385,2023,1608,0.64,19.1
23T385,2023,1609,0.61,19.1
23T385,2023,1610,0.53,19.1
23T385,2023,1611,0.43,19.1
23T385,2023,1612,0.53,19.1
23T385,2023,1613,0.56,19.1
23T385,2023,1614,0.43,19.1
23T385,2023,1615,0.49,19.1
23T385,2023,1616,0.47,19.1
23T385,2023,1617,0.5,19.1
23T385,2023,1618,0.49,19.1
23T385,2023,1619,0.59,19.1
23T385,2023,1620,0.58,19.1
23T385,2023,1621,0.63,19.1
23T385,2023,1622,0.61,19.1
23T385,2023,1623,0.54,19.1
23T385,2023,1624,0.58,19.1
23T385,2023,1625,0.61,19.1
23T385,2023,1626,0.56,19.1
23T385,2023,1627,0.55,19.1
23T385,2023,1628,0.45,19.1
23T385,2023,1629,0.39,19.1
23T385,2023,1630,0.39,19.1
23T385,2023,1631,0.37,19.1
23T385,2023,1632,0.39,19.1
23T385,2023,1633,0.38,19.1
23T385,2023,1634,0.45,19.1
23T385,2023,1635,0.53,19.1
23T385,2023,1636,0.67,19.1
23T385,2023,1637,0.79,19.1
23T385,2023,1638,0.85,19.1
23T385,2023,1639,0.77,19.1
23T385,2023,1640,0.93,19.1
23T385,2023,1641,0.72,19.1
23T385,2023,1642,0.53,19.1
23T385,2023,1643,0.46,19.1
23T385,2023,1644,0.49,19.1
23T385,2023,1645,0.52,19.1
23T385,2023,1646,0.52,19.1
23T385,2023,1647,0.55,19.1
23T385,2023,1648,0.64,19.1
23T385,2023,1649,0.76,19.1
23T385,2023,1650,0.92,19.1
23T385,2023,1651,0.9,19.1
23T385,2023,1652,0.79,19.1
23T385,2023,1653,0.63,19.1
23T385,2023,1654,0.57,19.1
23T385,2023,1655,0.69,19.1
23T385,2023,1656,0.73,19.1
23T385,2023,1657,0.68,19.1
23T385,2023,1658,0.82,19.1
23T385,2023,1659,1.1,19.1
23T385,2023,1660,0.68,19.1
23T385,2023,1661,0.61,19.1
23T385,2023,1662,0.74,19.1
23T385,2023,1663,0.82,19.1
23T385,2023,1664,0.91,19.1
23T385,2023,1665,0.96,19.1
23T385,2023,1666,0.88,19.1
23T385,2023,1667,0.48,19.1
23T385,2023,1668,0.51,19.1
23T385,2023,1669,0.45,19.1
23T385,2023,1670,0.37,19.1
23T385,2023,1671,0.47,19.1
23T385,2023,1672,0.62,19.1
23T385,2023,1673,0.69,19.1
23T385,2023,1674,0.72,19.1
23T385,2023,1675,0.77,19.1
23T385,2023,1676,0.45,19.1
23T385,2023,1677,0.55,19.1
23T385,2023,1678,0.4,19.1
23T385,2023,1679,0.35,19.1
23T385,2023,1680,0.35,19.1
23T385,2023,1681,0.37,19.1
23T385,2023,1682,0.36,19.1
23T385,2023,1683,0.4,19.1
23T385,2023,1684,0.32,19.1
23T385,2023,1685,0.35,19.1
23T385,2023,1686,0.33,19.1
23T385,2023,1687,0.36,19.1
23T385,2023,1688,0.51,19.1
23T385,2023,1689,0.49,19.1
23T385,2023,1690,0.59,19.1
23T385,2023,1691,0.54,19.1
23T385,2023,1692,0.57,19.1
23T385,2023,1693,0.42,19.1
23T385,2023,1694,0.35,19.1
23T385,2023,1695,0.44,19.1
23T385,2023,1696,0.38,19.1
23T385,2023,1697,0.5,19.1
23T385,2023,1698,0.52,19.1
23T385,2023,1699,0.48,19.1
23T385,2023,1700,0.35,19.1
23T385,2023,1701,0.28,19.1
23T385,2023,1702,0.24,19.1
23T385,2023,1703,0.28,19.1
23T385,2023,1704,0.22,19.1
23T385,2023,1705,0.3,19.1
23T385,2023,1706,0.35,19.1
23T385,2023,1707,0.23,19.1
23T385,2023,1708,0.2,19.1
23T385,2023,1709,0.23,19.1
23T385,2023,1710,0.31,19.1
23T385,2023,1711,0.34,19.1
23T385,2023,1712,0.43,19.1
23T385,2023,1713,0.57,19.1
23T385,2023,1714,0.64,19.1
23T385,2023,1715,0.67,19.1
23T385,2023,1716,0.87,19.1
23T385,2023,1717,0.98,19.1
23T385,2023,1718,1.1,19.1
23T385,2023,1719,0.65,19.1
23T385,2023,1720,0.62,19.1
23T385,2023,1721,0.55,19.1
23T385,2023,1722,0.95,19.1
23T385,2023,1723,0.97,19.1
23T385,2023,1724,0.92,19.1
23T385,2023,1725,0.95,19.1
23T385,2023,1726,1.01,19.1
23T385,2023,1727,0.83,19.1
23T385,2023,1728,0.71,19.1
23T385,2023,1729,0.57,19.1
23T385,2023,1730,0.57,19.1
23T385,2023,1731,0.61,19.1
23T385,2023,1732,0.66,19.1
23T385,2023,1733,0.49,19.1
23T385,2023,1734,0.65,19.1
23T385,2023,1735,0.64,19.1
